-899.93896489368	1534
-899.92370610462	79
-899.93896489368	1460
-899.92370610462	135
-901.46484379968	1091
-13.769531445120053	1492
-901.46484379968	1304
-10.839843945600114	172
-11.81640644544002	1863
-35.253906441600094	1119
-10.839843945600114	70
-670.9960938374401	312
-14.74609394496007	1903
-899.5117188	1090
-10.839843945600114	243
-13.769531445120053	30
-901.46484379968	1139
-10.839843945600114	4
-92.8710939321601	1004
-10.839843945600114	35
-10.839843945600114	108
-10.839843945600114	329
-751.07421882432	1113
-10.839843945600114	77
-10.839843945600114	312
-10.839843945600114	28
-10.839843945600114	994
-10.839843945600114	253
-10.839843945600114	119
-10.839843945600114	41
-11.81640644544002	1501
-10.839843945600114	260
-10.839843945600114	418
-10.839843945600114	14
-10.839843945600114	55
-11.81640644544002	1463
-10.839843945600114	226
-774.5117188204799	947
-899.5117188	1055
-10.839843945600114	114
-798.9257813164801	1112
-14.74609394496007	218
-14.74609394496007	794
-10.839843945600114	253
-10.839843945600114	271
-10.839843945600114	546
-57.71484393792004	1016
-14.74609394496007	1414
-10.839843945600114	383
-592.8710938502401	1122
-10.839843945600114	1496
-10.839843945600114	235
-12.792968945280037	1869
-14.74609394496007	2076
-11.81640644544002	1504
-10.839843945600114	111
-901.46484379968	1136
-899.5117188	1118
-12.792968945280037	1903
-14.74609394496007	1433
-10.839843945600114	46
-10.839843945600114	56
-10.839843945600114	146
-10.839843945600114	65
-331.1523438931201	1124
-10.839843945600114	299
-846.77734380864	1172
-10.839843945600114	11
-10.839843945600114	97
-14.74609394496007	1434
-10.839843945600114	333
-10.839843945600114	10
-11.81640644544002	1298
-901.46484379968	1166
-10.839843945600114	183
-10.839843945600114	124
-10.839843945600114	16
-674.9023438368	1111
-892.67578130112	1177
-10.839843945600114	451
-900.4882812998401	1118
-13.769531445120053	1676
-811.6210938144001	1118
-10.839843945600114	101
-10.839843945600114	60
-12.792968945280037	1539
-10.839843945600114	160
-10.839843945600114	32
-10.839843945600114	845
-10.839843945600114	27
-11.81640644544002	1906
-10.839843945600114	381
-14.74609394496007	2099
-210.0585939129601	662
-10.839843945600114	23
-10.839843945600114	115
-10.839843945600114	206
-10.839843945600114	167
-834.08203131072	1091
-10.839843945600114	263
-10.839843945600114	37
-10.839843945600114	694
-10.839843945600114	49
-10.839843945600114	64
-10.839843945600114	203
-456.15234387264	1159
-10.839843945600114	136
-12.792968945280037	1579
-10.839843945600114	245
-14.74609394496007	1132
-10.839843945600114	437
-10.839843945600114	82
-12.792968945280037	1893
-901.46484379968	1116
-10.839843945600114	378
-49.90234393920012	996
-10.839843945600114	101
-11.81640644544002	818
-10.839843945600114	945
-10.839843945600114	923
-901.46484379968	279
-686.62109383488	1181
-393.6523438828801	1158
-10.839843945600114	198
-10.839843945600114	89
-14.74609394496007	2010
-901.46484379968	659
-10.839843945600114	848
-108.49609392960002	997
-728.6132813280001	1109
-10.839843945600114	687
-10.839843945600114	54
-436.62109387584	1153
-13.769531445120053	1906
-10.839843945600114	530
-783.30078131904	1125
-10.839843945600114	226
-900.4882812998401	1123
-76.26953143488002	1092
-12.792968945280037	1776
-10.839843945600114	109
-130.9570314259201	1121
-634.8632813433601	1126
-155.37109392192005	1136
-10.839843945600114	310
-10.839843945600114	101
-10.839843945600114	200
-61.6210939372801	1136
-12.792968945280037	1533
-702.2460938323201	1127
-901.46484379968	1115
-10.839843945600114	895
-10.839843945600114	94
-10.839843945600114	159
-10.839843945600114	30
-381.9335938848001	1157
-10.839843945600114	111
-10.839843945600114	215
-10.839843945600114	247
-901.46484379968	1271
-10.839843945600114	588
-10.839843945600114	232
-13.769531445120053	1611
-10.839843945600114	199
-10.839843945600114	396
-10.839843945600114	237
-10.839843945600114	22
-13.769531445120053	1862
-10.839843945600114	50
-87.98828143296011	1175
-14.74609394496007	1435
-14.74609394496007	1465
-10.839843945600114	30
-13.769531445120053	2004
-10.839843945600114	266
-901.46484379968	1284
-14.74609394496007	339
-10.839843945600114	494
-13.769531445120053	1427
-14.74609394496007	2005
-10.839843945600114	25
-10.839843945600114	433
-92.8710939321601	1082
-900.4882812998401	1007
-11.81640644544002	1664
-10.839843945600114	7
-10.839843945600114	603
-10.839843945600114	885
-10.839843945600114	30
-10.839843945600114	124
-81.15234393408011	1279
-10.839843945600114	29
-10.839843945600114	241
-10.839843945600114	456
-10.839843945600114	707
-10.839843945600114	6
-10.839843945600114	1721
-11.81640644544002	1382
-10.839843945600114	288
-10.839843945600114	10
-10.839843945600114	46
-13.769531445120053	1537
-858.49609380672	1151
-899.5117188	1258
-10.839843945600114	23
-10.839843945600114	127
-10.839843945600114	33
-10.839843945600114	1348
-10.839843945600114	661
-10.839843945600114	240
-10.839843945600114	209
-12.792968945280037	1294
-10.839843945600114	308
-858.49609380672	1105
-10.839843945600114	610
-10.839843945600114	605
-10.839843945600114	60
-10.839843945600114	61
-10.839843945600114	799
-12.792968945280037	1142
-10.839843945600114	17
-19.628906444160044	1115
-10.839843945600114	185
-10.839843945600114	170
-14.74609394496007	1464
-10.839843945600114	46
-14.74609394496007	208
-10.839843945600114	1566
-10.839843945600114	110
-10.839843945600114	29
-10.839843945600114	343
-10.839843945600114	105
-20.60546894400006	1205
-684.6679688352	1115
-14.74609394496007	1430
-899.5117188	1103
-10.839843945600114	382
-10.839843945600114	26
-40.136718940800066	1107
-13.769531445120053	1937
-10.839843945600114	224
-587.98828135104	1132
-12.792968945280037	1710
-14.74609394496007	1894
-901.46484379968	1138
-71.38671893568005	1120
-866.30859380544	1140
-10.839843945600114	258
-899.5117188	995
-11.81640644544002	1015
-10.839843945600114	291
-901.46484379968	1108
-647.55859384128	1151
-10.839843945600114	326
-11.81640644544002	1430
-10.839843945600114	172
-10.839843945600114	377
-25.488281443200034	1137
-13.769531445120053	1430
-676.8554688364801	1131
-10.839843945600114	12
-10.839843945600114	22
-13.769531445120053	1433
-10.839843945600114	77
-10.839843945600114	12
-10.839843945600114	206
-10.839843945600114	254
-10.839843945600114	103
-14.74609394496007	1765
-13.769531445120053	2005
-620.21484384576	1103
-116.30859392832005	348
-10.839843945600114	87
-10.839843945600114	218
-10.839843945600114	140
-10.839843945600114	27
-10.839843945600114	223
-157.32421892160008	1254
-10.839843945600114	168
-12.792968945280037	113
-10.839843945600114	613
-901.46484379968	1135
-10.839843945600114	157
-10.839843945600114	864
-14.74609394496007	1307
-10.839843945600114	157
-10.839843945600114	83
-10.839843945600114	89
-10.839843945600114	1466
-10.839843945600114	114
-10.839843945600114	524
-10.839843945600114	68
-10.839843945600114	343
-10.839843945600114	35
-14.74609394496007	1486
-10.839843945600114	132
-10.839843945600114	122
-10.839843945600114	63
-10.839843945600114	681
-10.839843945600114	71
-862.40234380608	1137
-815.52734381376	1054
-545.9960938579201	1142
-628.0273438444801	1126
-10.839843945600114	223
-620.21484384576	1114
-13.769531445120053	334
-10.839843945600114	32
-13.769531445120053	2039
-10.839843945600114	298
-10.839843945600114	1530
-10.839843945600114	103
-12.792968945280037	1359
-10.839843945600114	208
-10.839843945600114	282
-248.1445314067201	1147
-10.839843945600114	16
-647.55859384128	1105
-77.24609393472004	1087
-10.839843945600114	101
-10.839843945600114	882
-14.74609394496007	1901
-899.5117188	1056
-381.9335938848001	1113
-10.839843945600114	139
-10.839843945600114	298
-10.839843945600114	490
